RECTYPE,LEA,ESTAB,SCHNAME,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_95,PTL2BASICS_95,PTEBACC_94,PTL2BASICS_94,PT5EM_94
2,340,6001,Lawrence House School,136752,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,340,4000,Kirkby High School,140001,0,AC,160,35.9,-0.7,-0.89,-0.5,8%,3%,18%,3%,46%,38%
2,340,6002,Spencer House School,140618,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,340,4611,Halewood Academy,139614,0,ACC,152,43.7,-0.49,-0.69,-0.29,7%,1%,28%,2%,51%,50%
1,340,4616,St Edmund Arrowsmith Catholic Centre for Learning (VA),135481,0,VA,189,39.8,-0.9,-1.07,-0.72,37%,21%,33%,22%,56%,49%
1,340,4001,Lord Derby Academy,140412,0,AC,133,39.6,-0.45,-0.66,-0.23,62%,14%,26%,17%,51%,47%
1,341,5402,St Margaret's Church of England Academy,138850,0,ACC,146,53.1,-0.04,-0.24,0.16,35%,25%,64%,27%,84%,79%
4,341, , , , , ,4485,43.8,-0.29,-0.33,-0.25,37.00%,20.10%,36.70%,23.50%,57.40%,54.80%
1,341,4794,St John Bosco Arts College,104715,0,VA,114,40.6,-0.24,-0.48,-0.01,35%,17%,27%,22%,53%,49%
1,341,4420,Fazakerley High School,104692,0,CY,116,34.6,-1.28,-1.51,-1.06,49%,12%,19%,15%,41%,41%
1,341,4797,The De La Salle Academy,136409,0,AC,59,27.2,-1.31,-1.63,-0.99,44%,7%,14%,8%,24%,20%
1,341,4787,Bellerive FCJ Catholic College,138183,0,ACC,136,48.8,0.29,0.08,0.51,27%,14%,49%,16%,69%,67%
1,341,4000,"King's Leadership Academy, Liverpool",137675,0,AC,77,34.1,-0.16,-0.48,0.16,17%,4%,19%,4%,39%,35%
1,341,6040,Christian Fellowship School,104730,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,341,6046,Auckland College,132119,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,341,6908,Enterprise South Liverpool Academy,136119,0,AC,109,36,-0.46,-0.7,-0.22,5%,1%,19%,1%,28%,28%
2,341,6047,Liverpool Progressive School,133309,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,341,4429,Gateacre School,104700,0,CY,197,40.3,-0.22,-0.4,-0.05,50%,14%,20%,16%,45%,43%
1,341,4796,Archbishop Beck Catholic Sports College,104717,0,VA,171,42.3,-0.41,-0.6,-0.22,47%,20%,31%,23%,57%,54%
2,341,7042,Clifford Holroyde Specialist Sen College,104742,0,CYS,15,1.3,-2.16,-2.87,-1.46,0%,0%,0%,0%,0%,0%
1,341,6907,The Belvedere Academy,135174,0,AC,121,59.5,0.34,0.12,0.57,55%,46%,75%,49%,88%,88%
1,341,4001,Childwall Sports & Science Academy,138787,0,AC,138,42.7,-0.09,-0.31,0.13,17%,8%,25%,10%,46%,46%
1,341,6906,North Liverpool Academy,131065,0,AC,215,44.1,-0.15,-0.32,0.03,22%,8%,25%,10%,46%,45%
1,341,6003,Assess Education,138878,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,341,7025,Abbot's Lea School,104736,0,CYS,17,2.7,-1.85,-2.45,-1.24,0%,0%,0%,0%,6%,0%
1,341,4004,Liverpool College,139686,0,AC,81,59.2,0.58,0.21,0.95,83%,60%,74%,65%,93%,91%
1,341,4792,Broughton Hall Catholic High School,104713,0,VA,188,45.5,-0.27,-0.44,-0.09,39%,21%,37%,25%,61%,60%
2,341,7018,St Vincent's School - A Specialist School for Sensory Impairment and Other Needs,104734,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,341,5900,St Edward's College,136735,0,ACC,159,54.4,0.08,-0.13,0.28,57%,38%,55%,50%,81%,78%
1,341,4003,The Studio School Liverpool,139589,0,SS,62,44,-0.31,-0.62,0.01,2%,2%,31%,2%,55%,55%
1,341,4427,Calderstones School,104698,0,CY,237,46,-0.21,-0.37,-0.05,61%,34%,41%,42%,62%,59%
1,341,4306,West Derby School,138696,0,ACC,153,41.7,-0.39,-0.59,-0.19,3%,3%,25%,3%,56%,54%
1,341,4790,St Julie's Catholic High School,104712,0,VA,145,45.2,-0.09,-0.29,0.12,54%,19%,32%,27%,63%,59%
1,341,4781,Archbishop Blanch School,104705,0,VA,139,54.3,0.44,0.23,0.65,27%,19%,60%,24%,81%,80%
1,341,4690,King David High School,104703,0,VA,89,59.1,0.7,0.44,0.96,48%,42%,78%,44%,90%,88%
2,341,7069,Childwall Abbey School,134658,0,CYS,19,1.6,-1.71,-2.27,-1.15,0%,0%,0%,0%,0%,0%
1,341,4404,Holly Lodge Girls' College,104688,0,CY,114,42.2,-0.55,-0.78,-0.31,39%,25%,39%,29%,67%,53%
1,341,4006,The Studio @ Deyes,142128,0,SS,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,341,7023,Royal School for the Blind (Liverpool),104735,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,341,7059,Sandfield Park School,130961,0,CYS,19,2.5,-2.1,-2.72,-1.47,0%,0%,0%,0%,5%,0%
1,341,4421,Alsop High School Technology & Applied Learning Specialist College,104693,0,CY,231,41.1,-0.6,-0.76,-0.43,28%,19%,25%,22%,41%,41%
2,341,7051,Palmerston School,104748,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,341,7039,Woolton High School,104739,0,CYS,6,12.3,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,0%
2,341,7070,Bank View High School,133441,0,CYS,24,4.2,-1.28,-1.79,-0.76,0%,0%,0%,0%,0%,0%
1,341,5403,St Hilda's Church of England High School,104721,0,VA,126,50.1,-0.09,-0.31,0.12,58%,37%,60%,40%,80%,70%
1,341,4782,Notre Dame Catholic College,104706,0,VA,144,36.2,-0.84,-1.05,-0.63,20%,7%,17%,10%,42%,40%
1,341,5404,The Blue Coat School,137916,0,ACC,122,77.7,0.74,0.51,0.97,93%,90%,98%,92%,100%,100%
1,341,4009,The Academy of St Francis of Assisi,144493,0,AC,130,34.1,-0.32,-0.55,-0.08,18%,3%,8%,4%,20%,18%
1,341,4002,Liverpool Life Sciences UTC,139588,0,UTC,75,38.3,-0.83,-1.11,-0.54,9%,4%,29%,4%,48%,39%
2,341,7052,Redbridge High School,104749,0,CYS,19,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,341,4425,"Broadgreen International School, A Technology College",104696,0,FD,167,38.9,-0.43,-0.62,-0.24,38%,18%,31%,22%,54%,50%
1,341,5400,St Francis Xavier's College,138463,0,ACC,187,41.4,-0.59,-0.77,-0.41,33%,17%,36%,21%,59%,56%
1,341,4793,Cardinal Heenan Catholic High School,104714,0,VA,211,42.5,-0.59,-0.76,-0.42,44%,12%,35%,17%,64%,61%
2,342,6004,Nugent House School,104839,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,342, , , , , ,1695,43.6,-0.44,-0.5,-0.38,39.20%,17.90%,37.20%,20.50%,60.20%,56.80%
1,342,6905,The Sutton Academy,136141,0,AC,165,43.7,-0.24,-0.43,-0.05,30%,16%,35%,18%,58%,58%
1,342,4713,St Augustine of Canterbury Catholic High School,104833,0,VA,123,39.8,-0.86,-1.09,-0.64,37%,14%,27%,20%,48%,46%
1,342,4051,Haydock High School,104827,0,CY,100,37.4,-0.68,-0.92,-0.43,9%,6%,27%,6%,48%,42%
1,342,4714,De La Salle School,104834,0,VA,227,43.8,-0.48,-0.64,-0.32,62%,26%,35%,31%,63%,58%
1,342,4104,Rainhill High School,104830,0,FD,237,51.5,0.08,-0.09,0.24,57%,38%,50%,43%,70%,69%
1,342,4101,Cowley International College,104829,0,CY,210,46.3,-0.22,-0.39,-0.06,55%,19%,34%,21%,65%,60%
2,342,7007,Mill Green School,131022,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,342,8000,St Helens College,130488,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,342,6001,Tower College,104837,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,342,7009,Wargrave House School,134888,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,342,7008,Lansbury Bridge School,134865,0,CYS,9,1.3,-1.53,-2.34,-0.72,0%,0%,0%,0%,0%,0%
2,342,7005,Penkford School,104843,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,342,4050,Rainford High Technology College,104826,0,CY,229,51.8,-0.14,-0.3,0.02,20%,15%,62%,16%,83%,78%
1,342,4803,Hope Academy,136421,0,AC,176,40.2,-0.57,-0.75,-0.38,57%,15%,30%,16%,53%,48%
1,342,4801,St Cuthbert's Catholic High School,104835,0,VA,144,40.7,-0.56,-0.77,-0.36,17%,5%,33%,5%,56%,53%
1,343,4113,Maghull High School,137520,0,ACC,142,43.6,-0.39,-0.6,-0.19,39%,14%,28%,18%,49%,46%
1,343,6128,St Mary's College,104972,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,343,6129,Merchant Taylors' Boys' School,104973,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,343,6001,Streatham Schools,104966,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,343,4108,Birkdale High School,137297,0,ACC,133,51.9,0.3,0.09,0.52,29%,18%,53%,23%,75%,73%
1,343,8000,Hugh Baird College,130490,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,343,4101,Formby High School,137436,0,ACC,161,53,0.2,0.01,0.39,25%,20%,53%,20%,83%,82%
1,343,4000,The Hawthorne's Free School,138260,0,F,42,37.9,-0.76,-1.16,-0.36,67%,14%,19%,17%,36%,36%
1,343,4001,St Michael's Church of England High School,141338,0,AC,107,41,-0.13,-0.37,0.11,19%,7%,27%,9%,53%,50%
1,343,4800,Christ The King Catholic High School and Sixth Form Centre,104964,0,VA,172,50,0.17,-0.02,0.36,25%,16%,41%,18%,66%,64%
1,343,4105,Chesterfield High School,137514,0,ACC,189,50.7,0.39,0.22,0.57,47%,26%,43%,30%,70%,69%
2,343,6131,Clarence High School,104975,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,343,6134,Olsen House School,136088,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,343,4100,Deyes High School,137533,0,ACC,225,48,-0.15,-0.31,0.01,55%,24%,37%,29%,65%,64%
1,343,4004,Litherland High School,141694,0,AC,173,40.5,-0.52,-0.71,-0.34,29%,10%,21%,14%,45%,43%
1,343,4611,Savio Salesian College,104959,0,VA,124,39.4,-0.35,-0.57,-0.13,40%,10%,18%,11%,40%,39%
1,343,6130,Merchant Taylors Girls School,104974,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,343,7006,Merefield School,104979,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,343,7013,Rowan Park School,104983,0,CYS,11,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,343,4003,Stanley High School,104944,1,CY,143,47.4,0.28,0.07,0.49,18%,15%,46%,16%,67%,66%
2,343,7014,Peterhouse School,133748,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,343,4106,Range High School,137612,0,ACC,153,51.5,0.05,-0.15,0.26,32%,25%,55%,26%,78%,76%
1,343,4110,Meols Cop High School,104956,0,CY,153,43.9,0.06,-0.14,0.26,61%,21%,35%,24%,54%,52%
2,343,7004,Presfield High School and Specialist College,104977,0,CYS,16,6.7,-1.86,-2.46,-1.25,0%,0%,0%,0%,0%,0%
1,343,4624,Holy Family Catholic High School,104962,0,VA,135,47.1,-0.13,-0.34,0.08,35%,18%,36%,21%,67%,64%
1,343,4005,Stanley High School,144618,0,AC, , , , , , , , , , , 
2,343,7009,Crosby High School,104980,0,CYS,31,2,-1.66,-2.1,-1.22,0%,0%,0%,0%,0%,0%
1,343,4623,Sacred Heart Catholic College,104961,0,VA,215,47.3,-0.33,-0.5,-0.17,33%,19%,45%,21%,65%,62%
1,343,4002,Hillside High School,141693,0,AC,179,38.3,-0.66,-0.85,-0.47,79%,22%,28%,28%,41%,41%
1,343,4109,Greenbank High School,137604,0,ACC,164,50.5,0.17,-0.02,0.36,73%,38%,53%,44%,78%,73%
1,343,4621,Maricourt Catholic High School,104960,0,VA,253,47.1,-0.21,-0.37,-0.06,31%,19%,35%,22%,63%,63%
4,343, , , , , ,3025,44.5,-0.2,-0.24,-0.15,38.50%,18.40%,36.50%,21.50%,59.20%,57.40%
2,343,7011,Newfield School,104982,0,CYS,19,9.3,-2.01,-2.62,-1.4,0%,0%,0%,0%,0%,0%
1,344,5900,St Anselm's College,136780,0,ACC,144,56,-0.08,-0.3,0.14,90%,57%,72%,63%,93%,87%
2,344,7003,Kilgarth School,105130,0,CYS,15,6.1,-2.37,-2.99,-1.74,0%,0%,0%,0%,0%,0%
1,344,4052,Wirral Grammar School for Girls,137171,0,ACC,171,68.2,0.48,0.29,0.67,87%,75%,88%,80%,99%,99%
2,344,7015,West Kirby Residential School,105137,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,344,4000,The Kingsway Academy,141131,0,AC,90,34.2,-0.8,-1.05,-0.54,4%,0%,17%,0%,52%,39%
2,344,7001,Clare Mount Specialist Sports College,105129,0,CYS,37,10.9,-0.89,-1.29,-0.49,0%,0%,0%,0%,3%,0%
1,344,4071,South Wirral High School,105107,0,FD,154,43.3,0.01,-0.19,0.21,21%,8%,31%,10%,56%,56%
1,344,4611,St Mary's Catholic College,105110,1,VA,232,39.6,-0.24,-0.4,-0.07,17%,7%,18%,9%,37%,36%
1,344,5400,Calday Grange Grammar School,139144,0,ACC,204,62.7,-0.11,-0.29,0.07,95%,75%,87%,78%,97%,96%
1,344,4060,Hilbre High School,138355,0,ACC,168,39.6,-0.31,-0.51,-0.12,16%,4%,26%,8%,53%,49%
1,344,4018,Ridgeway High School,105097,0,FD,109,40.4,-0.17,-0.4,0.07,24%,9%,25%,11%,42%,40%
1,344,6014,Kingsmead School,105121,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,344,4001,"St Mary's Catholic College, A Voluntary Academy",143554,0,AC, , , , , , , , , , , 
2,344,7004,Foxfield School,105131,0,CYS,19,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,344,7215,The Observatory School,127715,0,CYS,13,7.5,-1.83,-2.51,-1.16,0%,0%,0%,0%,0%,0%
1,344,5901,Upton Hall School FCJ,137929,0,ACC,140,65,0.93,0.7,1.15,96%,65%,82%,67%,97%,95%
1,344,4012,Woodchurch High School,138853,0,ACC,275,43.6,0.04,-0.11,0.19,63%,18%,33%,23%,60%,60%
1,344,6905,Birkenhead High School Academy,135877,0,AC,104,49.1,0.45,0.2,0.69,29%,12%,33%,18%,64%,62%
1,344,4798,Birkenhead Park School,136411,0,AC,104,37.2,-0.58,-0.83,-0.33,18%,10%,18%,15%,41%,40%
1,344,4058,Pensby High School,105101,0,CY,152,44.7,0.13,-0.07,0.33,18%,7%,31%,9%,61%,59%
1,344,4069,Weatherhead High School,137815,0,ACC,199,45.9,0.25,0.08,0.42,35%,17%,32%,25%,60%,60%
1,344,4056,West Kirby Grammar School,137243,0,ACC,177,67.8,0.46,0.27,0.66,74%,66%,93%,68%,98%,98%
1,344,4067,The Oldershaw Academy,136895,0,ACC,91,41.1,-0.08,-0.34,0.17,4%,0%,29%,0%,52%,51%
1,344,4010,Prenton High School for Girls,137130,0,ACC,121,42.8,-0.01,-0.23,0.21,36%,21%,32%,29%,64%,60%
1,344,6023,Birkenhead School,105123,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,344, , , , , ,3356,47.9,0,-0.04,0.05,47.60%,27.90%,43.60%,31.90%,65.20%,63.30%
1,344,5401,Wirral Grammar School for Boys,137476,0,ACC,158,61.8,-0.11,-0.31,0.08,88%,65%,84%,68%,97%,94%
2,344,7007,Meadowside School,105133,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,344,4605,St John Plessington Catholic College,139031,0,ACC,215,50,0.68,0.52,0.85,74%,27%,34%,33%,62%,62%
1,344,4066,The Mosslands School,105103,0,CY,121,38,-0.56,-0.78,-0.34,3%,2%,17%,2%,42%,36%
1,344,4070,Bebington High Sports College,105106,0,FD,140,39.2,-0.2,-0.41,0,44%,11%,21%,21%,51%,51%
2,350,6004,Raise Education and Wellbeing School,143026,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6001,Bolton Islamic Girls School,138498,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6017,Al Jamiatul Islamiyah,130285,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,350,7002,Thomasson Memorial School,105276,0,CYS,11,7.5,-1.77,-2.54,-1,0%,0%,0%,0%,0%,0%
1,350,4000,Eden Boys' School Bolton,140959,0,F, , , , , , , , , , , 
1,350,4805,Ladybridge High School,134646,0,CY,161,44.5,-0.09,-0.29,0.12,20%,14%,38%,15%,63%,62%
1,350,6003,TLG Bolton,142535,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6000,Lord's Independent School,105269,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,4611,Mount St Joseph,105263,0,VA,177,43.2,0.09,-0.1,0.27,28%,17%,32%,21%,55%,55%
1,350,4044,Little Lever School,142296,0,ACC,174,39.7,-0.34,-0.52,-0.15,14%,4%,26%,6%,56%,51%
1,350,4002,Bolton UTC,141941,0,UTC,115,41.6,-0.48,-0.72,-0.25,88%,13%,35%,17%,67%,54%
1,350,5401,Canon Slade CofE School,105267,0,VA,266,53.7,-0.04,-0.19,0.12,53%,32%,62%,33%,85%,80%
1,350,4806,Bolton Muslim Girls School,142340,0,ACC,118,56.1,0.93,0.7,1.17,84%,54%,64%,62%,82%,81%
1,350,4501,Rivington and Blackrod High School,105261,0,VC,273,40.8,-0.58,-0.73,-0.43,19%,11%,34%,12%,55%,50%
1,350,4609,St Joseph's RC High School and Sports College,105262,0,VA,161,47.5,-0.48,-0.68,-0.29,23%,16%,50%,18%,73%,68%
2,350,7006,Lever Park School,142766,0,ACS,17,3.1,-2.46,-3.09,-1.84,0%,0%,0%,0%,0%,0%
1,350,6015,Bolton School Girls' Division,105272,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,4034,Turton School,105253,0,CY,238,47.1,-0.18,-0.34,-0.02,22%,14%,53%,15%,72%,67%
2,350,7003,Rumworth School,105277,0,CYS,26,1.3,-1.58,-2.1,-1.06,0%,0%,0%,0%,0%,0%
1,350,4612,Thornleigh Salesian College,105264,0,VA,224,48.3,0.27,0.1,0.43,37%,21%,36%,27%,62%,61%
1,350,6018,Madrasatul Imam Muhammad Zakariya,133285,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,5400,St James's Church of England High School,105266,0,VA,198,51.2,-0.11,-0.29,0.06,51%,27%,57%,28%,83%,77%
1,350,4031,Westhoughton High School,105252,0,CY,167,42.8,-0.38,-0.57,-0.2,22%,10%,38%,12%,57%,56%
2,350,7004,Firwood High School,105278,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
4,350, , , , , ,3269,43.4,-0.24,-0.28,-0.19,35.80%,16.40%,38.40%,18.80%,61.00%,57.30%
2,350,7007,Birtenshaw,105280,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,4048,Sharples School,142232,0,ACC,126,49,0.32,0.09,0.55,41%,29%,47%,35%,66%,65%
1,350,6905,Essa Academy,135770,0,AC,140,39.1,-0.09,-0.32,0.14,26%,6%,30%,6%,49%,46%
1,350,4049,Smithills School,140500,0,ACC,208,39.1,-0.44,-0.62,-0.27,57%,13%,25%,20%,52%,50%
1,350,4046,Harper Green School,105257,0,CY,242,37.8,-0.51,-0.67,-0.35,31%,11%,26%,12%,51%,48%
1,350,6014,Bolton School Boys' Division,105271,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6906,Bolton St Catherine's Academy,135981,0,AC,138,34.3,-0.63,-0.84,-0.41,9%,2%,14%,3%,35%,31%
1,350,6907,Kearsley Academy,136135,0,AC,69,37.1,-0.81,-1.11,-0.51,90%,4%,29%,4%,42%,38%
1,351,4007,The Derby High School,105355,0,CY,157,46.3,0.36,0.15,0.56,45%,20%,30%,29%,54%,53%
1,351,4603,Bury Church of England High School,105365,0,VA,153,48.3,-0.22,-0.41,-0.02,80%,25%,44%,31%,75%,72%
1,351,4022,Parrenthorn High School,105358,0,CY,163,47.8,-0.03,-0.22,0.16,68%,31%,46%,37%,71%,66%
1,351,4031,Castlebrook High School,105363,1,CY,141,45.7,0.01,-0.19,0.22,12%,4%,39%,6%,69%,69%
1,351,4005,Manchester Mesivta School,134195,0,VA,22,41.6,-1.01,-1.54,-0.48,0%,0%,0%,0%,0%,0%
1,351,4028,Prestwich Arts College,105362,0,CY,152,39.2,-0.41,-0.62,-0.21,20%,11%,24%,13%,41%,41%
1,351,6007,Darul Uloom Al Arabiya Al Islamiya,105372,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,351,6002,Cambian Chesham House School,140205,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,351,6008,Bury Grammar School Boys,105373,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,351, , , , , ,2106,45.8,-0.14,-0.19,-0.08,42.60%,21.50%,37.80%,26.40%,62.60%,60.50%
1,351,4000,Castlebrook High School,143848,0,AC, , , , , , , , , , , 
2,351,7011,Elms Bank Specialist Arts College,105378,0,CYS,26,2,-1.54,-2.04,-1.05,0%,0%,0%,0%,0%,0%
1,351,4004,The Elton High School,105354,0,CY,196,51,0.36,0.18,0.53,47%,33%,45%,38%,69%,69%
1,351,4032,Broad Oak Sports College,105364,0,CY,108,32.5,-1.12,-1.36,-0.87,44%,11%,12%,19%,38%,31%
1,351,4607,St Gabriel's RC High School,105367,0,VA,205,48.6,-0.13,-0.3,0.04,34%,20%,53%,22%,77%,73%
1,351,4020,Tottington High School,105357,0,CY,189,44.4,-0.38,-0.56,-0.2,28%,14%,34%,20%,53%,52%
1,351,4025,Philips High School,105360,0,CY,168,47.4,0.31,0.12,0.5,53%,26%,35%,29%,59%,57%
1,351,4606,St Monica's RC High School,105366,0,VA,209,48.9,-0.23,-0.39,-0.06,38%,20%,37%,31%,73%,71%
1,351,6009,Bury Grammar School Girls,105374,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,351,6004,Excel and Exceed Centre,142675,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,351,4026,Woodhey High School,105361,0,CY,213,49.5,-0.15,-0.31,0.02,54%,37%,49%,40%,74%,71%
1,352,4281,Chorlton High School,139148,0,ACC,288,50.5,0.31,0.17,0.46,60%,35%,43%,40%,63%,62%
1,352,6011,Manchester Vocational and Learning Academy,142224,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4006,Newall Green High School,141392,0,AC,158,35.1,-0.76,-0.95,-0.57,27%,8%,15%,9%,28%,25%
1,352,6905,Manchester Academy,134224,0,AC,156,36.4,-0.15,-0.38,0.07,12%,1%,29%,1%,44%,41%
1,352,6040,Manchester Islamic High School for Girls,130318,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4008,Manchester Creative and Media Academy,142762,0,AC,146,36.7,-0.42,-0.64,-0.2,15%,8%,21%,8%,38%,35%
2,352,6062,Manchester Jewish School for Special Education,135027,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6071,Manchester Young Lives,136264,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,6067,Manchester Settlement,135948,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,352,4011,"Eden Boys' Leadership Academy, Manchester",144744,0,F, , , , , , , , , , , 
1,352,4257,Whalley Range 11-18 High School,141264,0,ACC,265,48.2,0.57,0.41,0.73,60%,36%,47%,43%,63%,60%
1,352,4013,Manchester Enterprise Academy Central,144755,0,F, , , , , , , , , , , 
1,352,4768,The Barlow RC High School and Specialist Science College,105581,0,VA,165,47.5,0.11,-0.09,0.31,35%,19%,41%,23%,62%,61%
1,352,4753,Loreto High School Chorlton,105574,0,VA,133,38.7,-0.45,-0.67,-0.23,28%,7%,28%,8%,49%,47%
1,352,4256,Burnage Academy for Boys,140703,0,ACC,173,42.3,0.26,0.05,0.47,28%,19%,41%,20%,62%,57%
1,352,4004,Manchester Creative Studio,141107,0,SS,40,37.4,-1.08,-1.5,-0.67,5%,3%,20%,3%,58%,50%
2,352,7029,Lancasterian School,105608,0,CYS,7,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,352,4012,"Eden Girls' Leadership Academy , Manchester",144745,0,F, , , , , , , , , , , 
1,352,4007,Dean Trust Ardwick,141884,0,AC, , , , , , , , , , , 
2,352,7014,Buglawton Hall School,105604,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,352,4761,Our Lady's RC High School,105576,0,VA,130,42.2,-0.38,-0.62,-0.14,22%,11%,37%,11%,55%,53%
1,352,4810,The King David High School,137309,0,ACC,118,61.6,0.49,0.26,0.72,48%,39%,75%,42%,87%,87%
1,352,4002,Cedar Mount Academy,138097,0,AC,110,29,-0.88,-1.15,-0.62,11%,3%,13%,5%,25%,25%
1,352,4010,The East Manchester Academy,144494,0,AC,165,35.5,-0.79,-0.98,-0.6,21%,5%,16%,8%,38%,36%
1,352,6070,TLG Manchester,136242,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,352, , , , , ,4577,43.1,-0.05,-0.09,-0.02,32.80%,16.50%,34.30%,19.40%,53.60%,51.80%
1,352,4770,St Peter's RC High School,131880,0,VA,174,43.5,-0.04,-0.23,0.16,28%,9%,26%,11%,47%,45%
1,352,4766,Saint Paul's Catholic High School,139456,0,ACC,149,37.7,-0.7,-0.91,-0.49,30%,7%,28%,10%,47%,44%
2,352,7056,Southern Cross School,105623,0,CYS,21,14.7,-1.46,-2.02,-0.9,0%,0%,0%,0%,5%,5%
2,352,7061,North Ridge High School,132905,0,CYS,21,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,352,4276,Wright Robinson College,105564,0,FD,246,46.5,0.46,0.29,0.63,36%,17%,38%,21%,62%,61%
1,352,6030,Manchester High School for Girls,105592,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,352,7042,Meade Hill School,105614,0,CYS,27,6.5,-2.71,-3.19,-2.23,0%,0%,0%,0%,0%,0%
1,352,6909,Manchester Health Academy,135875,0,AC,111,37.7,-0.67,-0.91,-0.44,7%,2%,12%,3%,36%,35%
1,352,6913,Manchester Communication Academy,136105,0,AC,188,46.4,0.3,0.11,0.48,23%,12%,32%,15%,59%,56%
